year,district,crop,season,area,production
2014,Thirunelveli,Bengal Gram,Rabi,59.51,505.34
2014,Thirunelveli,Bengal Gram,Rabi,53.49,483.34
2015,Thirunelveli,Groundnut,Rabi,115.99,572.13
2015,Thirunelveli,Groundnut,Rabi,132.99,444.77
2015,Thirunelveli,Bengal Gram,Rabi,107.93,479.37
2015,Thirunelveli,Bengal Gram,Rabi,92.32,531.75
2016,Thirunelveli,Groundnut,Rabi,59.47,479.35
2016,Thirunelveli,Groundnut,Rabi,159.75,455.69
2016,Thirunelveli,Bengal Gram,Rabi,80.54,412.03
2016,Thirunelveli,Bengal Gram,Rabi,62.98,472.49
2017,Thirunelveli,Groundnut,Rabi,73.31,544.15
2017,Thirunelveli,Groundnut,Rabi,118.11,551.85
2017,Thirunelveli,Bengal Gram,Rabi,83.59,529.76
2017,Thirunelveli,Bengal Gram,Rabi,167.71,541.99
2018,Thirunelveli,Groundnut,Rabi,140.43,589.79
2018,Thirunelveli,Groundnut,Rabi,110.14,441.89
2018,Thirunelveli,Bengal Gram,Rabi,166.76,409.37
2018,Thirunelveli,Bengal Gram,Rabi,106.73,483.89
2019,Thirunelveli,Groundnut,Rabi,49.83,478.07
2019,Thirunelveli,Groundnut,Rabi,67.25,553.4
2019,Thirunelveli,Bengal Gram,Rabi,50.66,453.01
2019,Thirunelveli,Bengal Gram,Rabi,151.14,547.38
2020,Thirunelveli,Groundnut,Rabi,167.35,465.34
2020,Thirunelveli,Groundnut,Rabi,73.78,438.9
2020,Thirunelveli,Bengal Gram,Rabi,111.77,565.21
2020,Thirunelveli,Bengal Gram,Rabi,151.04,442.29
2021,Thirunelveli,Groundnut,Rabi,59.21,556.38
2021,Thirunelveli,Groundnut,Rabi,83.77,479.71
2021,Thirunelveli,Bengal Gram,Rabi,153.51,524.05
2021,Thirunelveli,Bengal Gram,Rabi,108.77,475.64
2009,Thirunelveli,Groundnut,Rabi,113.56,460.29
2009,Thirunelveli,Groundnut,Rabi,58.46,564.3
2009,Thirunelveli,Bengal Gram,Rabi,135.86,610.4
2009,Thirunelveli,Bengal Gram,Rabi,169.55,607.2
2010,Thirunelveli,Groundnut,Rabi,150.13,425.82
2010,Thirunelveli,Groundnut,Rabi,109.82,480.65
2010,Thirunelveli,Bengal Gram,Rabi,114.34,556.69
2010,Thirunelveli,Bengal Gram,Rabi,156.8,450.59
2011,Thirunelveli,Groundnut,Rabi,96.29,532.55
2011,Thirunelveli,Groundnut,Rabi,150.21,462.8
2011,Thirunelveli,Bengal Gram,Rabi,115.16,479.02
2011,Thirunelveli,Bengal Gram,Rabi,103.65,425.9
2012,Thirunelveli,Groundnut,Rabi,142.79,586.5
2012,Thirunelveli,Groundnut,Rabi,90.27,422.4
2012,Thirunelveli,Bengal Gram,Rabi,106.03,411.26
2012,Thirunelveli,Bengal Gram,Rabi,76.1,560.58
2013,Thirunelveli,Groundnut,Rabi,104.21,435.44
2013,Thirunelveli,Groundnut,Rabi,65.14,438.1
2013,Thirunelveli,Bengal Gram,Rabi,119.85,555.12
2013,Thirunelveli,Bengal Gram,Rabi,155.74,433.18
2014,Thirunelveli,Groundnut,Rabi,64.04,569.51
2014,Thirunelveli,Groundnut,Rabi,93.07,474.07
2014,Thirunelveli,Bengal Gram,Rabi,120.79,571.39
2014,Thirunelveli,Bengal Gram,Rabi,97.8,559.63
2015,Thirunelveli,Groundnut,Rabi,112.73,555.53
2015,Thirunelveli,Groundnut,Rabi,159.95,594.88
2015,Thirunelveli,Bengal Gram,Rabi,59.98,608.54
2015,Thirunelveli,Bengal Gram,Rabi,116.42,579.69
2016,Thirunelveli,Groundnut,Rabi,170.55,456.3
2016,Thirunelveli,Groundnut,Rabi,96.15,408.65
2016,Thirunelveli,Bengal Gram,Rabi,135.34,518.88
2016,Thirunelveli,Bengal Gram,Rabi,165.04,590.83
2017,Thirunelveli,Groundnut,Rabi,91.95,553.61
2017,Thirunelveli,Groundnut,Rabi,84.51,430.09
2017,Thirunelveli,Bengal Gram,Rabi,70.01,586.19
2017,Thirunelveli,Bengal Gram,Rabi,159.41,455.41
2018,Thirunelveli,Groundnut,Rabi,83.37,420.89
2018,Thirunelveli,Groundnut,Rabi,103.39,530.51
2018,Thirunelveli,Bengal Gram,Rabi,73.56,493.07
2018,Thirunelveli,Bengal Gram,Rabi,146.35,572.62
2019,Thirunelveli,Groundnut,Rabi,145.19,569.13
2019,Thirunelveli,Groundnut,Rabi,85.11,559.5
2019,Thirunelveli,Bengal Gram,Rabi,120.53,565.42
2019,Thirunelveli,Bengal Gram,Rabi,68.95,539.49
2020,Thirunelveli,Groundnut,Rabi,124.12,440.51
2020,Thirunelveli,Groundnut,Rabi,70.03,527.44
2020,Thirunelveli,Bengal Gram,Rabi,110.63,488.99
2020,Thirunelveli,Bengal Gram,Rabi,69.73,426.95
2021,Thirunelveli,Groundnut,Rabi,130.35,446.49
2021,Thirunelveli,Groundnut,Rabi,48.76,434.76
2021,Thirunelveli,Bengal Gram,Rabi,60.44,440.54
2021,Thirunelveli,Bengal Gram,Rabi,55.75,415.03
2009,Thanjavur,Groundnut,Kharif,357.49,179.22
2009,Thanjavur,Groundnut,Kharif,300.1,359.9
2009,Thanjavur,Bengal Gram,Kharif,226.85,386.42
2009,Thanjavur,Bengal Gram,Kharif,266.14,266.49
2010,Thanjavur,Groundnut,Kharif,261.39,176.09
2010,Thanjavur,Groundnut,Kharif,290.85,173.56
2010,Thanjavur,Bengal Gram,Kharif,230.11,361
2010,Thanjavur,Bengal Gram,Kharif,212.07,333.5
2011,Thanjavur,Groundnut,Kharif,192.46,353.97
2011,Thanjavur,Groundnut,Kharif,319.28,219.41
2011,Thanjavur,Bengal Gram,Kharif,253.07,159.18
2011,Thanjavur,Bengal Gram,Kharif,341.72,348.01
2012,Thanjavur,Groundnut,Kharif,344.1,124.04
2012,Thanjavur,Groundnut,Kharif,173.29,143.48
2012,Thanjavur,Bengal Gram,Kharif,268.58,355
2012,Thanjavur,Bengal Gram,Kharif,190.91,359.08
2013,Thanjavur,Groundnut,Kharif,286.37,274.74
2013,Thanjavur,Groundnut,Kharif,187.13,260.65
2013,Thanjavur,Bengal Gram,Kharif,302.08,326.32
2013,Thanjavur,Bengal Gram,Kharif,348.18,202.83
2014,Thanjavur,Groundnut,Kharif,235.15,197.54
2014,Thanjavur,Groundnut,Kharif,323.25,157.93
2014,Thanjavur,Bengal Gram,Kharif,293.43,143.44
2014,Thanjavur,Bengal Gram,Kharif,330.44,174.09
2015,Thanjavur,Groundnut,Kharif,177.92,290.73
2015,Thanjavur,Groundnut,Kharif,236.34,172.67
2015,Thanjavur,Bengal Gram,Kharif,214.67,391.7
2015,Thanjavur,Bengal Gram,Kharif,348.24,230.36
2016,Thanjavur,Groundnut,Kharif,346.9,367.25
2016,Thanjavur,Groundnut,Kharif,332.01,390.03
2016,Thanjavur,Bengal Gram,Kharif,363.6,161.71
2016,Thanjavur,Bengal Gram,Kharif,267.58,216.15
2017,Thanjavur,Groundnut,Kharif,208.07,204.19
2017,Thanjavur,Groundnut,Kharif,358.74,218.9
2017,Thanjavur,Bengal Gram,Kharif,359.19,153.83
2017,Thanjavur,Bengal Gram,Kharif,196.43,133.63
2018,Thanjavur,Groundnut,Kharif,300.95,246.27
2018,Thanjavur,Groundnut,Kharif,182.87,348.74
2018,Thanjavur,Bengal Gram,Kharif,306.85,340.5
2018,Thanjavur,Bengal Gram,Kharif,356.18,218.16
2019,Thanjavur,Groundnut,Kharif,344.13,263.82
2019,Thanjavur,Groundnut,Kharif,260.01,276.56
2019,Thanjavur,Bengal Gram,Kharif,182.44,240.64
2019,Thanjavur,Bengal Gram,Kharif,218.89,170.29
2020,Thanjavur,Groundnut,Kharif,242.45,197.36
2020,Thanjavur,Groundnut,Kharif,290.06,179.11
2020,Thanjavur,Bengal Gram,Kharif,256.28,254.7
2020,Thanjavur,Bengal Gram,Kharif,348.06,255.48
2021,Thanjavur,Groundnut,Kharif,362.95,119.51
2021,Thanjavur,Groundnut,Kharif,280.09,290.77
2021,Thanjavur,Bengal Gram,Kharif,342.48,357.23
2021,Thanjavur,Bengal Gram,Kharif,279.32,249.58
2009,Thanjavur,Groundnut,Kharif,189.54,120.8
2009,Thanjavur,Groundnut,Kharif,183.33,366.23
2009,Thanjavur,Bengal Gram,Kharif,329.17,385.1
2009,Thanjavur,Bengal Gram,Kharif,244.58,199.28
2010,Thanjavur,Groundnut,Kharif,226.94,272.57
2010,Thanjavur,Groundnut,Kharif,336.31,319.27
2010,Thanjavur,Bengal Gram,Kharif,193.8,357
2010,Thanjavur,Bengal Gram,Kharif,223.93,269.85
2011,Thanjavur,Groundnut,Kharif,189.65,362.21
2011,Thanjavur,Groundnut,Kharif,201.31,314.36
2011,Thanjavur,Bengal Gram,Kharif,209.13,132.34
2011,Thanjavur,Bengal Gram,Kharif,338.16,157.75
2012,Thanjavur,Groundnut,Kharif,216,132.82
2012,Thanjavur,Groundnut,Kharif,198.8,224.3
2012,Thanjavur,Bengal Gram,Kharif,348.71,198.7
2012,Thanjavur,Bengal Gram,Kharif,168.41,126.58
2013,Thanjavur,Groundnut,Kharif,177.72,122.34
2013,Thanjavur,Groundnut,Kharif,310.52,351.25
2013,Thanjavur,Bengal Gram,Kharif,365.02,342.52
2013,Thanjavur,Bengal Gram,Kharif,199.85,342.34
2014,Thanjavur,Groundnut,Kharif,343.96,118.78
2014,Thanjavur,Groundnut,Kharif,272.24,179
2014,Thanjavur,Bengal Gram,Kharif,213.97,386.63
2014,Thanjavur,Bengal Gram,Kharif,171.3,167.35
2015,Thanjavur,Groundnut,Kharif,331.2,186.65
2015,Thanjavur,Groundnut,Kharif,339.78,300.05
2015,Thanjavur,Bengal Gram,Kharif,245.77,184.5
2015,Thanjavur,Bengal Gram,Kharif,199.51,298.2
2016,Thanjavur,Groundnut,Kharif,270.8,371.18
2016,Thanjavur,Groundnut,Kharif,327.55,299.48
2016,Thanjavur,Bengal Gram,Kharif,347.13,222.77
2016,Thanjavur,Bengal Gram,Kharif,273.66,256.65
2017,Thanjavur,Groundnut,Kharif,303.41,315.81
2017,Thanjavur,Groundnut,Kharif,176.74,180.75
2017,Thanjavur,Bengal Gram,Kharif,160.86,126.3
2017,Thanjavur,Bengal Gram,Kharif,309.98,169.29
2018,Thanjavur,Groundnut,Kharif,350.67,187.74
2018,Thanjavur,Groundnut,Kharif,363.7,182.21
2018,Thanjavur,Bengal Gram,Kharif,303.81,206.32
2018,Thanjavur,Bengal Gram,Kharif,207.49,271.57
2019,Thanjavur,Groundnut,Kharif,316.06,127.47
2019,Thanjavur,Groundnut,Kharif,221.73,248.48
2019,Thanjavur,Bengal Gram,Kharif,201.26,259.06
2019,Thanjavur,Bengal Gram,Kharif,336.39,274.59
2020,Thanjavur,Groundnut,Kharif,245.6,148.22
2020,Thanjavur,Groundnut,Kharif,288.77,238.81
2020,Thanjavur,Bengal Gram,Kharif,245.37,311.32
2020,Thanjavur,Bengal Gram,Kharif,357.85,394.09
2021,Thanjavur,Groundnut,Kharif,219.76,346.32
2021,Thanjavur,Groundnut,Kharif,352.22,310.6
2021,Thanjavur,Bengal Gram,Kharif,333.39,263.24
2021,Thanjavur,Bengal Gram,Kharif,186.47,360.42
2009,Kanchipuram,Groundnut,Rabi,316.9,562.78
2009,Kanchipuram,Groundnut,Rabi,261.37,549.63
2009,Kanchipuram,Bengal Gram,Rabi,359.54,855.87
2009,Kanchipuram,Bengal Gram,Rabi,337.87,701.32
2010,Kanchipuram,Groundnut,Rabi,251.04,638.25
2010,Kanchipuram,Groundnut,Rabi,267.69,788.77
2010,Kanchipuram,Bengal Gram,Rabi,246.16,556.41
2010,Kanchipuram,Bengal Gram,Rabi,156.48,707.99
2011,Kanchipuram,Groundnut,Rabi,258.58,989.7
2011,Kanchipuram,Groundnut,Rabi,304.55,816.61
2011,Kanchipuram,Bengal Gram,Rabi,273.27,522.15
2011,Kanchipuram,Bengal Gram,Rabi,364.04,752.84
2012,Kanchipuram,Groundnut,Rabi,171.41,792.87
2012,Kanchipuram,Groundnut,Rabi,358.04,566.58
2012,Kanchipuram,Bengal Gram,Rabi,296.89,794.51
2012,Kanchipuram,Bengal Gram,Rabi,348.52,729.6
2013,Kanchipuram,Groundnut,Rabi,367.22,962.36
2013,Kanchipuram,Groundnut,Rabi,299.39,813.32
2013,Kanchipuram,Bengal Gram,Rabi,293.21,871.2
2013,Kanchipuram,Bengal Gram,Rabi,170.09,548.75
2014,Kanchipuram,Groundnut,Rabi,269.61,955.55
2014,Kanchipuram,Groundnut,Rabi,191.08,837.59
2014,Kanchipuram,Bengal Gram,Rabi,174.9,782.32
2014,Kanchipuram,Bengal Gram,Rabi,193.52,804.62
2015,Kanchipuram,Groundnut,Rabi,318.99,721.57
2015,Kanchipuram,Groundnut,Rabi,178.13,712.56
2015,Kanchipuram,Bengal Gram,Rabi,213.13,677.54
2015,Kanchipuram,Bengal Gram,Rabi,182.14,728.92
2016,Kanchipuram,Groundnut,Rabi,324.56,837.98
2016,Kanchipuram,Groundnut,Rabi,258.67,615.26
2016,Kanchipuram,Bengal Gram,Rabi,306.2,970.13
2016,Kanchipuram,Bengal Gram,Rabi,170.12,918.84
2017,Kanchipuram,Groundnut,Rabi,356.26,699.26
2017,Kanchipuram,Groundnut,Rabi,257.55,879.34
2017,Kanchipuram,Bengal Gram,Rabi,185.55,711.66
2017,Kanchipuram,Bengal Gram,Rabi,298.81,520.76
2018,Kanchipuram,Groundnut,Rabi,246.79,946.36
2018,Kanchipuram,Groundnut,Rabi,339.27,792.8
2018,Kanchipuram,Bengal Gram,Rabi,271.21,559.88
2018,Kanchipuram,Bengal Gram,Rabi,354.24,703.87
2019,Kanchipuram,Groundnut,Rabi,230.92,777.52
2019,Kanchipuram,Groundnut,Rabi,193.51,691.23
2019,Kanchipuram,Bengal Gram,Rabi,190.97,824.84
2019,Kanchipuram,Bengal Gram,Rabi,323.6,779
2020,Kanchipuram,Groundnut,Rabi,291.71,906.01
2020,Kanchipuram,Groundnut,Rabi,361.81,773.16
2020,Kanchipuram,Bengal Gram,Rabi,296.81,544.81
2020,Kanchipuram,Bengal Gram,Rabi,315.01,807.19
2021,Kanchipuram,Groundnut,Rabi,322.11,863.6
2021,Kanchipuram,Groundnut,Rabi,188.75,532.99
2021,Kanchipuram,Bengal Gram,Rabi,286.39,961.97
2021,Kanchipuram,Bengal Gram,Rabi,198.84,690.95
2009,Kanchipuram,Groundnut,Rabi,269.62,796.59
2009,Kanchipuram,Groundnut,Rabi,283.2,622.84
2009,Kanchipuram,Bengal Gram,Rabi,238.03,933.95
2009,Kanchipuram,Bengal Gram,Rabi,175.43,897.26
2010,Kanchipuram,Groundnut,Rabi,327.52,649.97
2010,Kanchipuram,Groundnut,Rabi,319.34,519.41
2010,Kanchipuram,Bengal Gram,Rabi,160.27,955.13
2010,Kanchipuram,Bengal Gram,Rabi,301.76,887.22
2011,Kanchipuram,Groundnut,Rabi,325.97,519.41
2011,Kanchipuram,Groundnut,Rabi,332.67,944.69
2011,Kanchipuram,Bengal Gram,Rabi,286.7,723.09
2011,Kanchipuram,Bengal Gram,Rabi,165.47,961.59
2012,Kanchipuram,Groundnut,Rabi,257.1,744.75
2012,Kanchipuram,Groundnut,Rabi,207.91,695.82
2012,Kanchipuram,Bengal Gram,Rabi,361.36,656.42
2012,Kanchipuram,Bengal Gram,Rabi,338.01,911.46
2013,Kanchipuram,Groundnut,Rabi,339.59,705.02
2013,Kanchipuram,Groundnut,Rabi,199.87,678.26
2013,Kanchipuram,Bengal Gram,Rabi,208.12,766.25
2013,Kanchipuram,Bengal Gram,Rabi,278.27,635.04
2014,Kanchipuram,Groundnut,Rabi,357.61,688.61
2014,Kanchipuram,Groundnut,Rabi,358.21,755.13
2014,Kanchipuram,Bengal Gram,Rabi,237.26,629.2
2014,Kanchipuram,Bengal Gram,Rabi,188.45,812.48
2015,Kanchipuram,Groundnut,Rabi,184.87,737.15
2015,Kanchipuram,Groundnut,Rabi,294.93,695.63
2015,Kanchipuram,Bengal Gram,Rabi,286.42,603.88
2015,Kanchipuram,Bengal Gram,Rabi,247.22,603.53
2016,Kanchipuram,Groundnut,Rabi,156.46,823.9
2016,Kanchipuram,Groundnut,Rabi,234.28,941.82
2016,Kanchipuram,Bengal Gram,Rabi,303.84,680.02
2016,Kanchipuram,Bengal Gram,Rabi,243.11,552.92
2017,Kanchipuram,Groundnut,Rabi,158.33,627.95
2017,Kanchipuram,Groundnut,Rabi,266.85,926.17
2017,Kanchipuram,Bengal Gram,Rabi,344.85,897.35
2017,Kanchipuram,Bengal Gram,Rabi,209.1,915.38
2018,Kanchipuram,Groundnut,Rabi,322.58,919.13
2018,Kanchipuram,Groundnut,Rabi,348.78,605.76
2018,Kanchipuram,Bengal Gram,Rabi,343.04,738.99
2018,Kanchipuram,Bengal Gram,Rabi,190.43,606.36
2019,Kanchipuram,Groundnut,Rabi,274.66,563.26
2019,Kanchipuram,Groundnut,Rabi,324.87,875.7
2019,Kanchipuram,Bengal Gram,Rabi,349.64,595.06
2019,Kanchipuram,Bengal Gram,Rabi,249.69,536.9
2020,Kanchipuram,Groundnut,Rabi,270.64,922
2020,Kanchipuram,Groundnut,Rabi,311.13,726.63
2020,Kanchipuram,Bengal Gram,Rabi,351.88,720.23
2020,Kanchipuram,Bengal Gram,Rabi,355.23,582.51
2021,Kanchipuram,Groundnut,Rabi,211.15,695.76
2021,Kanchipuram,Groundnut,Rabi,318.32,985.16
2021,Kanchipuram,Bengal Gram,Rabi,171.14,893.08
2021,Kanchipuram,Bengal Gram,Rabi,199.73,810.94
2009,Coimbatore,Rice,Rabi,129.23,133.83
2009,Coimbatore,Rice,Rabi,98.12,202.66
2009,Coimbatore,Black Gram,Rabi,80.52,211.22
2009,Coimbatore,Black Gram,Rabi,72.86,123.56
2010,Coimbatore,Rice,Rabi,132.45,219.95
2010,Coimbatore,Rice,Rabi,64.34,222.27
2010,Coimbatore,Black Gram,Rabi,123.32,153.02
2010,Coimbatore,Black Gram,Rabi,53.34,174.79
2011,Coimbatore,Rice,Rabi,103.16,198.45
2011,Coimbatore,Rice,Rabi,89.24,224.38
2011,Coimbatore,Black Gram,Rabi,87.41,180.56
2011,Coimbatore,Black Gram,Rabi,97.25,180.02
2012,Coimbatore,Rice,Rabi,72.71,165.77
2012,Coimbatore,Rice,Rabi,88.19,179.43
2012,Coimbatore,Black Gram,Rabi,48.69,140.97
2012,Coimbatore,Black Gram,Rabi,86.78,207.72
2013,Coimbatore,Rice,Rabi,86.67,211.2
2013,Coimbatore,Rice,Rabi,100.5,265.89
2013,Coimbatore,Black Gram,Rabi,56.11,210.33
2013,Coimbatore,Black Gram,Rabi,117.24,133.75
2014,Coimbatore,Rice,Rabi,49.2,174.87
2014,Coimbatore,Rice,Rabi,86.26,149.81
2014,Coimbatore,Black Gram,Rabi,87.74,131.02
2014,Coimbatore,Black Gram,Rabi,84.67,170.11
2015,Coimbatore,Rice,Rabi,49.77,160.91
2015,Coimbatore,Rice,Rabi,53.41,196.92
2015,Coimbatore,Black Gram,Rabi,66.02,151.03
2015,Coimbatore,Black Gram,Rabi,112.1,164.52
2016,Coimbatore,Rice,Rabi,54.28,152.89
2016,Coimbatore,Rice,Rabi,99.55,123.27
2016,Coimbatore,Black Gram,Rabi,104,159.14
2016,Coimbatore,Black Gram,Rabi,99,159.31
2017,Coimbatore,Rice,Rabi,97.83,211.84
2017,Coimbatore,Rice,Rabi,52.74,126.9
2017,Coimbatore,Black Gram,Rabi,127.58,200.34
2017,Coimbatore,Black Gram,Rabi,133.46,127.06
2018,Coimbatore,Rice,Rabi,58.77,169.28
2018,Coimbatore,Rice,Rabi,118.63,182.7
2018,Coimbatore,Black Gram,Rabi,56.99,179.63
2018,Coimbatore,Black Gram,Rabi,77.67,163.79
2019,Coimbatore,Rice,Rabi,92.93,144.68
2019,Coimbatore,Rice,Rabi,130.85,193.87
2019,Coimbatore,Black Gram,Rabi,63.74,180.3
2019,Coimbatore,Black Gram,Rabi,73.74,135.79
2020,Coimbatore,Rice,Rabi,77.9,182.81
2020,Coimbatore,Rice,Rabi,92.57,173.55
2020,Coimbatore,Black Gram,Rabi,125.44,138.42
2020,Coimbatore,Black Gram,Rabi,116.35,123.06
2021,Coimbatore,Rice,Rabi,84.91,186.29
2021,Coimbatore,Rice,Rabi,53.26,216.43
2021,Coimbatore,Black Gram,Rabi,105.51,144.95
2021,Coimbatore,Black Gram,Rabi,64.55,196.6
2009,Coimbatore,Rice,Rabi,71.36,177.21
2009,Coimbatore,Rice,Rabi,90.87,213.42
2009,Coimbatore,Black Gram,Rabi,126.92,166.56
2009,Coimbatore,Black Gram,Rabi,75.23,128.88
2010,Coimbatore,Rice,Rabi,102.42,146.96
2010,Coimbatore,Rice,Rabi,123.94,161.27
2010,Coimbatore,Black Gram,Rabi,76.14,146.75
2010,Coimbatore,Black Gram,Rabi,53.42,144.78
2011,Coimbatore,Rice,Rabi,65.03,200.2
2011,Coimbatore,Rice,Rabi,90.26,213.6
2011,Coimbatore,Black Gram,Rabi,55.55,201.42
2011,Coimbatore,Black Gram,Rabi,114.45,214.11
2012,Coimbatore,Rice,Rabi,54.5,137.32
2012,Coimbatore,Rice,Rabi,100.26,167.87
2012,Coimbatore,Black Gram,Rabi,119.01,224.59
2012,Coimbatore,Black Gram,Rabi,71.64,180.17
2013,Coimbatore,Rice,Rabi,63.96,276.2
2013,Coimbatore,Rice,Rabi,77.16,267.03
2013,Coimbatore,Black Gram,Rabi,91.19,200.97
2013,Coimbatore,Black Gram,Rabi,103.57,184.43
2014,Coimbatore,Rice,Rabi,124.06,224.32
2014,Coimbatore,Rice,Rabi,96.87,193.41
2014,Coimbatore,Black Gram,Rabi,54.36,163.56
2014,Coimbatore,Black Gram,Rabi,61.14,189.1
2015,Coimbatore,Rice,Rabi,78.34,130.29
2015,Coimbatore,Rice,Rabi,70.31,214.89
2015,Coimbatore,Black Gram,Rabi,90.23,203.2
2015,Coimbatore,Black Gram,Rabi,67.6,223.84
2016,Coimbatore,Rice,Rabi,107.57,170.98
2016,Coimbatore,Rice,Rabi,59.1,162.15
2016,Coimbatore,Black Gram,Rabi,48.33,142.84
2016,Coimbatore,Black Gram,Rabi,89.05,168.46
2017,Coimbatore,Rice,Rabi,122.54,193.89
2017,Coimbatore,Rice,Rabi,98.83,180.23
2017,Coimbatore,Black Gram,Rabi,51.52,139.43
2017,Coimbatore,Black Gram,Rabi,62.13,181.41
2018,Coimbatore,Rice,Rabi,89.22,196.36
2018,Coimbatore,Rice,Rabi,80.43,173.94
2018,Coimbatore,Black Gram,Rabi,119.92,180.24
2018,Coimbatore,Black Gram,Rabi,120.78,206.67
2019,Coimbatore,Rice,Rabi,83.47,156.71
2019,Coimbatore,Rice,Rabi,128.15,135.5
2019,Coimbatore,Black Gram,Rabi,128.3,123.52
2019,Coimbatore,Black Gram,Rabi,59.88,222.42
2020,Coimbatore,Rice,Rabi,78.68,167.74
2020,Coimbatore,Rice,Rabi,70.67,143.61
2020,Coimbatore,Black Gram,Rabi,81.71,180.51
2020,Coimbatore,Black Gram,Rabi,105.06,213.04
2021,Coimbatore,Rice,Rabi,124.15,220.25
2021,Coimbatore,Rice,Rabi,105.54,158.42
2021,Coimbatore,Black Gram,Rabi,56.22,159.13
2021,Coimbatore,Black Gram,Rabi,88.11,123.88
2009,Thirunelveli,Rice,Rabi,141.29,323.09
2009,Thirunelveli,Rice,Rabi,129.26,318.04
2009,Thirunelveli,Black Gram,Rabi,71.62,342.18
2009,Thirunelveli,Black Gram,Rabi,124.85,309.19
2010,Thirunelveli,Rice,Rabi,65.56,381.61
2010,Thirunelveli,Rice,Rabi,98.27,349.93
2010,Thirunelveli,Black Gram,Rabi,69,398.53
2010,Thirunelveli,Black Gram,Rabi,91.07,362.62
2011,Thirunelveli,Rice,Rabi,102.53,331.61
2011,Thirunelveli,Rice,Rabi,136.27,348.3
2011,Thirunelveli,Black Gram,Rabi,110.03,329.18
2011,Thirunelveli,Black Gram,Rabi,89.66,376.38
2012,Thirunelveli,Rice,Rabi,158.67,336.01
2012,Thirunelveli,Rice,Rabi,147.11,334.21
2012,Thirunelveli,Black Gram,Rabi,150.81,304.92
2012,Thirunelveli,Black Gram,Rabi,72.98,408.26
2013,Thirunelveli,Rice,Rabi,53.54,337.63
2013,Thirunelveli,Rice,Rabi,66.61,385.63
2013,Thirunelveli,Black Gram,Rabi,67,380.76
2013,Thirunelveli,Black Gram,Rabi,150.6,289.65
2014,Thirunelveli,Rice,Rabi,49.09,411.15
2014,Thirunelveli,Rice,Rabi,132.29,363.71
2014,Thirunelveli,Black Gram,Rabi,140.51,361.37
2014,Thirunelveli,Black Gram,Rabi,70.25,407.6
2015,Thirunelveli,Rice,Rabi,155.65,345.72
2015,Thirunelveli,Rice,Rabi,77.91,338.97
2015,Thirunelveli,Black Gram,Rabi,123.17,353.87
2015,Thirunelveli,Black Gram,Rabi,95.42,379.49
2016,Thirunelveli,Rice,Rabi,74.06,346.06
2016,Thirunelveli,Rice,Rabi,148.27,395.6
2016,Thirunelveli,Black Gram,Rabi,135.21,301.1
2016,Thirunelveli,Black Gram,Rabi,171.07,343.82
2017,Thirunelveli,Rice,Rabi,165.53,391.53
2017,Thirunelveli,Rice,Rabi,124.44,319.86
2017,Thirunelveli,Black Gram,Rabi,148.14,307.64
2017,Thirunelveli,Black Gram,Rabi,66.44,350.68
2018,Thirunelveli,Rice,Rabi,168.42,382.07
2018,Thirunelveli,Rice,Rabi,95.41,367.26
2018,Thirunelveli,Black Gram,Rabi,129.98,344.35
2018,Thirunelveli,Black Gram,Rabi,75.25,387.46
2019,Thirunelveli,Rice,Rabi,51.77,347.86
2019,Thirunelveli,Rice,Rabi,145.15,362.46
2019,Thirunelveli,Black Gram,Rabi,165.96,401.06
2019,Thirunelveli,Black Gram,Rabi,98.06,327.93
2020,Thirunelveli,Rice,Rabi,73.36,341.31
2020,Thirunelveli,Rice,Rabi,98.56,330.29
2020,Thirunelveli,Black Gram,Rabi,68.91,366.36
2020,Thirunelveli,Black Gram,Rabi,167.21,349.8
2021,Thirunelveli,Rice,Rabi,96.57,285.93
2021,Thirunelveli,Rice,Rabi,114.94,324.12
2021,Thirunelveli,Black Gram,Rabi,121.94,367.24
2021,Thirunelveli,Black Gram,Rabi,98.35,292.25
2009,Thirunelveli,Rice,Rabi,78.32,383.28
2009,Thirunelveli,Rice,Rabi,63.59,307.39
2009,Thirunelveli,Black Gram,Rabi,162.03,341.19
2009,Thirunelveli,Black Gram,Rabi,154.09,327.53
2010,Thirunelveli,Rice,Rabi,72.94,282.78
2010,Thirunelveli,Rice,Rabi,87.47,374.75
2010,Thirunelveli,Black Gram,Rabi,110.73,332.02
2010,Thirunelveli,Black Gram,Rabi,48.86,304.63
2011,Thirunelveli,Rice,Rabi,123.96,346.94
2011,Thirunelveli,Rice,Rabi,93.82,391.9
2011,Thirunelveli,Black Gram,Rabi,55.09,371.41
2011,Thirunelveli,Black Gram,Rabi,106.58,285.76
2012,Thirunelveli,Rice,Rabi,151.82,300.54
2012,Thirunelveli,Rice,Rabi,123.72,331.92
2012,Thirunelveli,Black Gram,Rabi,147.42,317.37
2012,Thirunelveli,Black Gram,Rabi,138.54,391.58
2013,Thirunelveli,Rice,Rabi,124.21,336.05
2013,Thirunelveli,Rice,Rabi,72.32,317.98
2013,Thirunelveli,Black Gram,Rabi,161.85,338.24
2013,Thirunelveli,Black Gram,Rabi,138.14,337.76
2014,Thirunelveli,Rice,Rabi,166.05,299.74
2014,Thirunelveli,Rice,Rabi,169.64,320.75
2014,Thirunelveli,Black Gram,Rabi,60.79,290.01
2014,Thirunelveli,Black Gram,Rabi,75.29,375
